,race,age,engnat,gender,hand,source,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,cluster
13977,13,25,2,1,1,1,3,3,3,5,4,3,3,2,3,4,4,4,5,4,4,4,4,3,4,4,4,3,4,5,2,3,4,4,4,5,1,3,4,4,3,3,3,3,2,4,1,5,5,4,1,2,2,2,3,2,3
13978,13,17,0,1,1,1,3,3,5,3,2,5,4,5,2,5,3,2,4,3,4,2,3,2,4,2,4,4,1,4,2,5,2,3,3,5,3,1,2,2,5,5,3,3,3,3,2,1,3,1,3,3,2,2,4,3,3
13979,3,57,1,2,2,1,4,1,4,2,5,1,5,1,4,1,4,3,4,1,3,3,5,4,4,4,1,5,1,5,1,5,1,5,4,5,3,5,3,3,2,5,3,3,3,3,5,4,5,3,4,1,3,5,4,5,0
13980,13,32,2,1,1,1,2,3,5,1,5,3,3,3,3,3,1,3,5,1,1,5,1,1,1,1,3,3,1,5,1,3,1,3,3,3,3,1,5,1,3,1,1,1,3,3,3,2,1,5,3,1,3,1,3,3,3
13981,3,17,1,1,1,1,1,3,3,3,4,3,4,3,4,2,3,5,5,3,3,1,4,1,3,1,4,4,4,3,3,2,3,3,1,4,1,4,5,2,1,2,4,3,1,1,2,4,5,3,4,2,5,4,5,5,1
13982,3,28,1,2,1,1,2,3,3,3,4,4,2,5,2,5,4,3,5,1,3,4,5,5,5,2,1,5,3,5,2,5,2,4,4,4,3,2,4,4,2,3,4,2,4,3,3,4,2,4,1,4,5,4,2,2,3
13983,3,50,1,1,1,1,2,3,3,3,4,3,4,2,3,2,3,3,3,2,3,3,3,2,2,3,2,4,1,4,2,4,2,3,4,4,2,4,3,2,2,4,4,2,3,3,5,2,2,2,3,3,3,4,4,3,1
13984,3,15,1,2,1,1,4,2,4,2,4,2,4,2,5,4,5,3,5,1,3,4,4,3,4,5,1,5,2,4,1,5,1,5,5,4,2,4,4,5,2,4,3,3,3,3,3,2,4,2,3,1,4,3,4,4,0
13985,4,22,1,1,1,1,3,3,4,2,4,2,3,3,3,2,1,5,1,2,2,2,5,4,1,2,5,4,3,5,2,5,2,3,4,4,4,2,4,2,2,4,3,2,2,3,4,2,5,1,3,1,4,3,5,4,1
13986,11,26,2,1,1,1,3,1,3,3,3,2,3,5,4,5,4,4,4,1,2,4,3,3,4,4,4,4,3,4,3,3,4,3,5,3,5,5,5,4,3,2,3,3,3,3,4,3,5,4,4,1,4,4,5,5,0
13987,3,21,1,2,1,1,3,3,4,3,3,3,1,5,4,5,5,5,4,1,1,2,3,3,4,4,1,4,2,4,1,5,3,5,5,4,4,4,4,4,2,2,4,3,3,4,5,1,4,2,4,2,2,4,5,4,0
13988,11,32,2,2,1,1,3,4,4,4,4,2,2,4,2,2,3,4,2,4,2,4,2,2,2,2,2,3,3,4,3,2,4,2,4,4,4,2,2,3,4,2,2,2,4,4,3,2,4,2,4,2,4,3,3,4,1
13989,1,17,1,1,1,1,1,3,3,5,3,3,1,2,3,5,4,4,5,5,3,4,5,3,5,5,1,3,5,5,3,5,3,5,5,3,1,3,5,5,1,4,3,3,5,2,3,2,5,1,3,2,5,4,5,4,0
13990,4,28,2,2,1,1,5,2,5,2,5,2,5,2,5,3,4,3,4,3,4,4,5,5,3,4,1,5,1,5,1,5,4,5,5,5,3,1,2,5,1,5,3,2,1,3,5,1,5,2,5,1,5,3,5,5,0
13991,3,19,1,2,1,5,3,1,5,1,5,1,3,3,4,3,3,4,2,4,2,2,1,1,2,1,1,4,3,4,4,4,2,4,4,4,5,1,4,2,3,2,5,1,5,5,3,2,3,3,3,1,4,3,3,4,2
13992,3,24,1,2,1,1,2,1,4,2,5,1,5,5,1,5,5,1,5,1,4,5,4,5,3,5,1,5,3,5,2,5,1,4,5,5,2,2,4,5,1,2,3,5,4,4,4,1,5,1,5,1,4,2,5,5,0
13993,3,20,1,1,1,1,2,4,4,3,3,2,1,4,2,4,3,4,4,3,3,3,2,3,2,2,1,4,1,5,2,5,1,4,5,4,3,5,4,2,1,5,2,3,1,3,4,1,5,1,5,1,5,2,5,5,1
13994,13,50,1,2,3,1,3,2,4,3,4,2,5,4,1,3,3,4,3,2,4,2,2,2,3,3,1,5,1,5,1,5,1,4,5,4,3,5,5,3,5,4,3,1,3,4,5,3,2,2,3,2,5,4,4,4,2
13995,13,27,2,1,2,1,3,4,4,3,3,2,2,4,4,3,5,3,4,3,3,3,2,2,4,3,2,4,1,4,3,4,2,3,4,3,4,2,4,3,2,4,3,3,3,4,5,1,4,2,4,1,4,4,4,4,0
13996,3,27,1,2,1,1,2,5,1,5,2,4,2,5,1,5,5,2,5,1,1,3,4,4,5,5,1,3,1,5,1,5,3,4,5,3,1,4,3,5,1,5,3,3,1,3,3,3,5,3,4,3,3,3,4,3,4
13997,4,29,2,1,1,1,3,3,4,5,5,2,3,2,5,4,2,4,3,3,4,2,5,2,2,3,4,5,2,5,2,3,1,4,4,4,1,5,3,2,3,5,5,3,1,5,3,3,4,1,4,1,4,1,3,4,1
13998,3,28,1,2,1,1,4,2,3,2,4,2,2,4,3,2,2,5,2,4,2,4,1,1,4,2,1,5,3,4,1,5,2,4,4,5,4,1,3,3,3,3,4,3,4,3,3,1,5,1,5,1,5,2,5,5,1
13999,4,38,2,1,1,1,1,5,2,5,1,3,1,5,1,5,4,1,5,5,2,4,2,2,4,2,1,5,1,5,1,5,2,4,5,4,3,3,5,1,1,1,5,1,3,4,3,2,3,1,5,1,3,1,3,4,4
14000,11,23,2,2,1,5,3,2,4,3,3,2,2,4,3,4,3,5,3,3,2,3,2,1,2,2,2,5,2,4,3,4,2,3,2,3,3,2,4,2,2,2,3,3,2,3,4,3,4,3,3,1,2,2,4,3,3
14001,3,24,1,1,1,1,2,3,2,4,2,4,2,5,1,5,5,2,5,3,2,2,5,4,5,3,2,4,4,4,2,5,2,3,4,2,4,2,5,2,3,2,5,3,4,3,3,3,5,3,4,1,5,3,5,4,4
14002,0,16,1,2,1,1,2,2,4,3,4,2,4,3,3,3,4,3,3,2,3,3,3,2,1,2,1,4,1,4,2,3,2,4,4,4,3,3,3,3,2,3,3,3,3,3,3,1,4,1,3,2,4,3,5,3,1
14003,3,33,1,2,1,2,3,4,4,2,5,2,5,4,4,4,5,2,5,1,4,5,4,3,4,4,2,5,1,5,4,4,1,4,4,4,5,1,5,1,4,4,5,1,5,4,4,4,5,1,5,1,4,4,5,4,2
14004,3,15,1,2,1,1,1,3,2,4,3,4,2,5,1,5,2,2,3,4,4,1,2,1,1,1,4,1,2,5,4,1,5,1,5,2,2,2,4,3,1,5,4,3,1,2,3,3,5,4,4,1,4,4,1,4,4
14005,3,23,1,1,1,1,2,2,4,2,4,2,3,2,4,2,2,4,4,2,3,2,4,3,2,2,2,5,2,4,2,4,2,4,4,3,3,2,4,3,2,2,4,3,4,4,4,2,5,2,4,1,5,2,5,4,1
14006,13,19,2,1,1,1,4,3,4,4,3,3,1,4,1,5,2,5,4,2,2,1,1,2,1,2,1,5,2,4,1,5,1,5,5,5,4,5,1,1,2,1,1,2,1,2,3,1,3,1,4,3,4,1,5,4,1
14007,13,15,2,2,1,1,2,3,4,2,4,2,3,5,4,4,3,4,4,3,5,4,4,3,4,4,1,4,1,5,1,5,1,4,5,4,4,4,2,2,1,5,3,3,2,4,4,4,5,3,5,1,4,3,5,5,0
14008,3,37,1,1,1,1,3,2,4,3,3,2,4,5,2,4,4,3,3,3,5,4,4,2,4,3,4,4,1,4,4,5,2,2,3,4,5,1,5,1,1,1,5,3,4,5,5,4,4,4,5,1,5,3,4,3,2
14009,11,18,2,2,1,1,1,3,3,3,2,3,1,3,5,5,4,2,5,3,4,5,4,4,3,3,5,5,1,5,1,5,1,3,5,3,3,5,4,3,2,4,4,3,5,3,1,3,5,1,2,1,2,1,5,2,3
14010,13,25,2,1,1,1,3,3,4,3,1,4,1,1,4,5,1,5,3,5,1,1,1,1,1,1,5,2,3,5,2,5,1,5,5,5,1,3,5,5,3,2,4,2,1,1,4,5,5,5,4,1,5,3,5,4,1
14011,8,40,1,1,1,1,4,3,5,3,3,3,3,3,3,2,4,5,3,3,1,1,1,1,1,1,3,3,1,3,4,5,3,4,2,5,4,4,4,1,3,1,3,1,4,3,4,5,3,3,2,3,4,3,5,3,1
14012,11,24,2,1,1,1,5,3,4,4,3,4,2,3,4,5,5,1,5,3,5,5,5,3,2,3,1,5,1,5,1,5,1,5,5,5,1,5,3,5,2,5,3,3,1,4,1,3,5,1,5,5,4,2,3,5,0
14013,3,32,1,2,1,1,2,3,2,4,2,1,1,5,1,5,5,1,5,1,3,3,1,1,3,4,1,4,1,5,1,5,1,4,5,5,5,2,5,2,4,1,5,1,5,5,5,2,5,1,4,1,5,5,5,5,2
14014,4,33,2,1,1,1,1,1,5,5,5,1,4,2,5,2,5,3,4,5,5,5,3,4,5,4,1,5,2,5,2,5,2,4,5,3,1,5,5,5,5,3,2,2,5,4,1,3,5,1,5,3,3,2,4,4,0
14015,6,21,1,2,1,1,1,3,1,5,2,4,1,5,1,5,2,2,5,1,4,4,4,4,3,5,2,3,2,5,1,5,1,5,5,3,1,5,3,5,1,5,5,4,1,2,3,1,3,1,4,2,4,3,5,4,0
14016,3,18,1,2,1,1,4,4,4,4,4,3,5,5,5,4,5,4,5,2,3,5,4,3,4,3,1,4,3,5,1,4,1,5,5,4,2,5,5,4,2,5,4,5,4,3,3,2,5,1,3,1,4,2,5,4,0
14017,1,18,1,1,1,1,2,4,3,5,4,2,2,4,2,4,3,3,5,2,1,3,5,4,4,3,2,4,3,5,2,4,2,3,4,3,4,1,4,4,4,1,4,3,4,2,4,1,5,5,3,1,3,5,4,5,4
14018,3,30,1,1,1,1,5,1,5,2,5,1,4,2,5,2,1,5,1,5,2,1,1,1,1,1,1,5,1,5,1,5,1,4,5,5,2,5,3,3,2,5,2,3,2,5,5,1,5,1,5,1,5,5,5,5,1
14019,0,19,1,1,1,2,1,5,2,4,2,3,1,5,3,4,4,2,4,2,2,3,5,3,3,4,2,2,1,4,2,1,3,3,3,3,2,2,5,1,2,2,3,1,4,3,2,3,4,3,5,1,4,2,5,5,4
14020,4,28,2,1,1,1,3,4,4,2,4,2,4,2,4,3,2,4,3,3,1,1,3,3,1,3,4,4,1,4,1,4,2,4,4,4,4,4,5,2,4,2,4,3,4,3,3,2,2,2,4,2,4,3,4,4,1
14021,4,26,2,1,1,1,3,4,4,4,2,2,2,5,2,5,5,4,4,4,2,3,2,1,1,2,1,4,1,4,3,5,2,4,4,4,4,5,4,4,2,5,3,1,4,4,4,3,5,2,4,1,5,2,3,5,1
14022,3,23,2,1,2,1,1,1,4,3,2,3,1,3,4,5,1,4,4,3,2,1,1,1,1,3,1,5,1,5,1,5,1,5,5,5,4,3,5,3,3,1,4,3,3,3,5,1,5,1,3,1,3,4,5,4,2
14023,4,27,2,1,1,1,3,4,2,4,2,3,4,4,5,5,3,2,2,3,3,4,4,3,4,2,4,4,4,3,3,4,3,2,3,4,3,5,2,3,2,4,5,2,3,4,3,1,4,1,4,1,5,1,5,4,4
14024,3,21,1,2,1,1,4,1,5,1,2,1,5,1,5,3,2,4,4,2,1,2,1,1,2,1,2,5,1,4,2,4,1,4,4,3,3,3,2,2,4,2,5,2,4,4,2,1,2,1,4,4,4,4,3,4,1
14025,4,20,2,1,1,1,3,1,5,1,5,1,5,4,3,1,1,5,1,5,2,1,1,1,1,1,3,5,1,5,1,4,2,4,3,5,1,5,2,4,2,5,1,4,1,2,2,1,5,1,3,1,5,2,5,5,1
14026,13,16,2,2,1,1,3,1,1,3,3,1,1,5,1,5,5,3,5,2,5,5,5,5,5,5,1,5,3,5,1,5,1,5,5,5,2,5,5,4,1,5,1,5,1,5,3,3,5,1,3,1,5,5,5,5,0
14027,3,39,1,2,1,1,1,2,4,4,2,3,2,5,2,4,3,4,4,4,2,4,3,2,3,2,2,5,1,4,2,5,2,4,5,4,3,2,4,1,5,2,5,1,3,4,4,3,4,3,5,3,4,4,4,3,2
14028,11,19,2,2,1,1,4,2,4,3,4,3,2,2,4,4,3,4,4,2,3,2,4,3,3,2,2,4,2,4,2,4,2,3,3,3,3,4,4,2,2,2,4,4,2,4,2,2,4,2,3,2,4,2,3,3,3
14029,3,23,1,2,1,1,1,4,2,5,2,5,1,5,1,5,2,5,4,2,1,1,5,3,1,2,4,3,2,2,4,1,4,2,1,2,5,4,5,3,4,4,5,2,5,4,4,3,1,3,4,5,5,5,4,2,4
14030,4,20,2,2,1,1,4,3,4,4,3,2,4,3,5,2,4,3,4,1,4,4,5,4,1,4,3,5,2,4,4,5,2,4,5,3,2,2,3,2,2,4,4,3,4,3,3,2,5,3,4,1,4,2,1,5,0
14031,3,21,1,2,3,5,4,2,4,2,5,1,5,3,5,5,5,4,4,4,3,4,4,2,4,2,4,4,2,3,4,3,4,3,4,4,1,5,5,4,1,4,2,3,1,4,5,3,3,4,4,3,5,4,3,5,0
14032,13,35,2,1,1,1,1,5,5,3,3,3,2,4,3,5,4,3,5,2,2,2,2,1,3,3,5,3,1,5,2,5,3,4,4,3,3,3,5,2,5,1,2,3,4,3,3,2,3,1,3,3,5,4,3,3,3
14033,10,18,1,1,0,1,1,3,3,3,1,3,1,2,3,4,3,4,3,4,2,2,1,1,2,1,1,3,3,3,4,3,3,3,2,3,1,1,3,1,3,1,4,1,3,3,3,3,3,3,3,3,3,2,4,3,3
14034,3,36,1,1,1,1,2,5,2,3,3,2,1,4,3,4,3,4,5,1,4,3,2,2,2,5,3,4,3,4,4,3,3,4,4,2,3,4,5,3,2,4,4,2,2,4,5,1,4,1,5,1,5,5,5,5,4
14035,3,17,1,1,1,1,2,2,3,3,3,2,2,3,3,4,3,3,4,3,3,3,4,2,3,2,2,4,1,3,2,2,2,3,3,3,2,4,5,2,2,4,4,3,2,4,4,1,5,1,3,1,4,4,5,4,1
14036,3,20,1,1,1,1,4,2,3,3,4,1,5,4,3,4,4,3,5,2,1,3,5,5,2,3,2,3,4,4,1,3,1,4,2,5,4,5,5,3,2,4,2,1,1,4,5,2,5,1,5,1,4,4,5,5,0
14037,1,19,2,1,1,1,2,4,4,4,4,3,3,4,4,3,4,5,5,3,1,1,1,2,3,3,5,3,1,4,2,4,2,4,5,5,5,4,5,3,3,5,3,3,2,4,5,3,5,4,5,1,5,4,4,4,1
14038,13,22,2,2,1,1,2,2,2,3,3,4,2,4,2,5,4,4,4,4,2,2,4,3,3,2,4,3,1,5,2,5,3,3,5,4,4,4,3,4,4,5,4,3,3,4,3,2,4,2,4,2,4,2,4,4,3
14039,13,15,1,2,1,1,2,3,5,3,1,2,3,5,3,5,2,4,4,4,1,2,3,1,5,1,2,4,1,4,1,3,1,4,4,5,1,4,3,1,1,4,5,3,1,5,3,1,3,2,5,1,5,4,1,4,1
14040,3,52,1,2,1,1,3,1,5,4,5,1,5,5,1,1,3,4,5,3,5,3,3,3,1,3,1,5,1,5,1,5,1,5,5,5,5,1,5,1,4,1,5,1,3,5,5,3,5,3,5,1,5,5,5,5,2
14041,13,16,1,1,2,1,3,1,2,2,5,1,2,4,3,3,1,4,2,1,3,2,4,3,2,4,1,5,4,5,1,3,5,5,4,3,3,5,4,3,1,4,3,4,4,2,1,1,5,1,5,1,5,1,4,5,1
14042,3,22,1,1,1,1,1,5,2,5,1,2,2,5,1,5,1,5,4,1,1,1,5,1,1,4,4,4,1,3,4,3,2,3,2,3,4,2,4,5,1,5,3,2,1,3,4,2,5,3,4,1,4,3,5,3,4
14043,1,21,1,1,1,1,2,2,5,3,5,2,2,4,4,5,1,5,5,2,5,3,5,2,2,4,2,5,2,4,2,5,2,4,5,4,4,2,5,2,5,1,5,2,5,3,1,2,5,1,4,1,3,2,5,5,2
14044,3,41,1,1,1,1,3,2,4,2,3,2,3,4,3,4,1,4,3,4,2,2,4,1,1,2,1,3,1,4,1,4,1,3,5,4,4,1,5,1,3,1,4,2,3,5,4,3,4,1,3,2,5,3,2,3,2
14045,4,24,2,1,1,1,3,5,4,4,5,2,5,5,5,4,3,5,4,3,2,3,3,2,4,4,5,5,4,5,3,1,1,3,5,5,3,5,3,5,3,5,5,3,3,3,4,4,4,3,4,1,5,2,4,4,1
14046,3,17,1,1,3,1,2,2,3,2,3,1,1,4,2,4,2,1,5,2,1,1,3,3,4,4,2,3,2,3,2,3,3,2,3,2,2,5,3,3,1,3,2,3,3,4,5,1,5,1,3,1,4,4,5,4,4
14047,4,30,2,2,1,1,3,4,4,5,1,3,2,3,3,1,5,2,5,2,5,5,5,5,5,2,4,3,1,4,4,5,3,2,4,3,4,4,5,1,5,2,5,2,4,5,4,2,5,2,5,1,5,5,4,5,4
14048,3,18,1,1,1,1,3,2,5,3,4,3,2,5,5,2,1,5,3,1,1,1,1,1,1,1,5,5,1,5,1,3,1,5,5,5,4,4,2,4,1,2,4,3,4,3,4,2,4,3,3,1,5,2,1,4,1
14049,13,39,2,1,1,1,3,2,3,2,2,1,2,3,2,4,2,2,1,3,3,3,3,3,3,3,1,5,1,5,1,5,1,3,4,2,3,5,2,5,1,5,3,3,2,3,2,3,5,1,4,1,2,2,4,5,0
14050,3,14,1,1,1,1,1,5,1,5,1,5,1,3,2,5,4,4,3,3,1,1,4,4,2,4,5,3,1,1,1,1,4,1,1,3,5,2,2,3,2,5,2,2,2,3,5,2,5,2,4,1,4,2,4,5,4
14051,3,39,2,2,1,1,1,5,2,3,1,5,2,5,2,4,3,3,4,4,3,3,5,2,3,3,1,5,3,3,5,3,4,5,4,2,3,3,5,4,5,4,3,1,3,4,5,1,3,1,3,3,5,4,3,3,4
14052,3,62,1,1,2,1,1,1,2,5,4,2,1,5,1,4,5,3,5,5,4,5,3,4,4,5,4,1,1,5,2,5,4,2,4,3,4,1,5,2,4,1,5,1,3,5,5,3,5,4,5,1,4,5,4,4,4
14053,13,31,2,1,1,1,1,2,2,4,4,2,1,4,2,4,2,4,4,4,2,4,4,4,2,2,2,2,1,5,2,5,2,4,4,4,2,1,5,2,4,1,5,1,5,5,4,2,4,2,4,1,4,1,4,3,2
14054,4,24,2,1,1,1,3,2,3,4,4,4,2,2,3,3,2,2,4,3,4,3,4,4,4,3,4,4,1,4,2,4,3,4,4,4,4,4,4,2,4,2,3,3,3,3,2,2,4,1,4,2,4,2,4,4,3
14055,4,26,2,2,3,1,4,5,1,5,1,2,1,5,1,5,4,5,2,3,4,2,4,4,4,3,2,4,3,1,2,5,3,2,5,4,4,5,4,3,2,5,5,4,4,5,5,4,5,2,5,1,5,5,2,5,4
14056,3,22,1,1,1,1,1,5,5,5,1,5,1,5,1,5,5,5,5,1,1,1,1,1,1,5,1,5,1,5,1,5,1,5,5,1,5,5,5,1,1,5,5,1,1,1,3,1,5,1,5,1,1,4,5,5,4
14057,3,40,2,2,1,1,2,2,4,3,4,4,3,4,2,2,4,2,4,4,3,4,4,2,3,3,3,4,3,4,2,4,2,4,4,3,3,4,4,3,4,4,4,3,4,3,2,3,3,4,3,3,4,2,3,3,3
14058,4,29,2,1,1,1,2,1,3,3,3,2,3,5,1,3,2,2,3,2,3,2,1,1,1,1,4,4,1,4,2,3,2,4,3,3,2,2,3,3,4,1,3,2,3,3,3,3,2,2,3,1,3,1,3,4,3
14059,3,35,1,2,1,1,3,2,3,2,4,1,3,4,2,3,5,1,5,1,5,5,5,4,5,5,4,4,2,4,3,5,2,3,5,4,2,4,3,5,3,3,4,4,3,3,3,4,3,3,3,3,3,2,5,3,0
14060,3,45,1,2,1,1,5,1,5,1,5,1,5,1,5,1,5,3,5,1,4,5,5,5,5,5,2,5,1,4,2,4,2,5,4,5,4,5,3,3,3,4,5,3,3,4,5,1,5,1,5,1,5,3,5,5,0
14061,3,22,2,1,1,1,3,2,4,3,5,3,5,3,5,3,3,3,4,3,3,1,5,1,3,3,5,4,4,5,1,5,3,3,5,3,4,4,4,3,5,5,5,1,3,5,3,3,3,5,3,1,5,5,5,2,1
14062,3,24,1,2,1,1,1,4,1,5,2,5,1,5,1,5,5,2,5,1,2,4,3,3,3,5,1,4,1,5,2,5,2,4,5,4,3,5,5,3,1,3,3,3,1,4,4,2,5,2,2,1,4,2,5,3,4
14063,4,23,2,1,1,1,2,4,3,4,4,3,3,4,3,4,2,4,4,3,3,3,2,3,3,3,2,4,1,5,2,4,2,4,4,4,4,4,5,2,2,4,4,4,3,3,4,4,4,2,4,2,4,3,4,4,3
14064,3,37,2,1,1,1,4,3,4,2,4,1,5,3,3,2,3,3,2,3,2,2,4,4,2,3,3,5,1,5,1,2,1,3,4,4,2,2,4,2,3,4,4,3,3,4,2,1,4,1,3,2,4,3,4,4,1
14065,1,17,2,2,2,1,2,1,3,3,4,1,1,4,2,4,5,3,5,3,1,2,4,3,5,3,1,5,3,5,1,5,1,4,5,5,3,3,5,4,1,2,4,3,3,3,3,2,5,1,4,5,4,4,5,4,0
14066,4,19,2,1,1,1,2,2,2,4,1,2,1,5,1,5,4,4,2,3,4,5,5,5,5,3,1,4,1,4,1,5,2,3,5,1,2,2,2,4,3,4,2,3,1,3,4,2,4,4,5,1,4,2,3,4,4
14067,13,26,2,1,1,1,3,1,5,1,5,1,5,4,5,4,1,5,1,5,1,3,1,1,3,1,1,5,1,5,1,5,1,5,5,5,2,5,3,5,2,5,3,2,3,2,4,1,3,2,3,2,5,4,5,3,1
14068,3,17,1,2,2,1,1,5,1,5,1,5,1,5,1,5,4,2,4,1,2,2,4,3,4,4,2,1,3,3,3,3,5,4,3,3,1,4,5,4,1,5,4,5,3,3,4,3,5,3,3,1,4,3,3,1,4
14069,8,31,1,2,3,1,3,2,3,2,4,3,2,3,3,2,4,3,4,3,2,3,3,2,3,3,2,2,1,3,3,4,2,4,3,4,5,2,4,2,5,1,5,1,5,5,3,4,4,3,5,1,4,3,4,5,2
14070,4,25,2,2,1,1,1,5,1,5,1,1,1,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,3,5,1,5,1,5,5,5,5,5,5,5,5,1,5,1,5,5,4,4,5,1,3,1,5,5,5,5,0
14071,4,27,2,1,1,1,1,5,2,4,1,5,1,5,1,5,5,2,5,3,5,5,4,4,5,2,4,4,1,4,2,5,2,2,4,4,4,1,5,1,5,1,5,2,5,5,2,3,4,3,5,1,5,4,5,5,4
14072,3,36,1,1,1,1,2,3,1,5,3,4,2,5,2,5,5,1,5,2,5,4,4,4,5,4,3,2,1,2,4,3,4,3,4,4,5,1,5,2,5,1,5,1,4,5,4,3,4,3,4,3,4,3,5,3,4
14073,4,31,2,1,1,1,1,2,2,5,1,3,1,3,3,5,4,2,5,1,5,5,5,5,5,5,4,3,4,5,3,5,3,5,5,5,2,3,4,4,1,4,3,5,2,2,3,4,4,3,3,3,2,2,5,4,3
14074,13,36,2,1,1,1,1,4,3,2,3,2,2,4,2,4,4,3,3,3,2,4,4,4,4,2,4,3,4,3,4,5,3,2,3,5,3,2,3,2,4,4,3,3,2,3,3,3,5,4,5,1,4,1,4,5,4
14075,3,30,1,2,2,1,2,4,2,5,5,2,1,3,5,5,3,4,3,1,3,4,3,3,2,5,4,1,4,3,5,2,5,3,3,3,3,5,1,4,3,5,3,3,2,3,5,3,5,3,5,1,4,4,5,5,4
14076,3,19,1,1,1,1,1,5,3,5,2,1,1,4,2,4,4,4,5,1,1,2,4,3,2,4,1,5,2,5,4,3,1,3,5,3,4,1,5,2,1,1,3,3,4,3,4,2,5,1,4,1,5,4,5,5,4
14077,11,15,1,1,1,1,2,3,4,4,2,2,2,4,3,5,1,4,4,5,2,2,4,3,2,2,2,3,1,3,3,4,2,3,2,4,2,2,5,3,1,4,3,2,2,4,3,2,3,2,3,2,4,2,5,4,1
14078,4,31,2,1,1,1,2,2,4,4,5,2,2,4,4,2,3,3,4,3,1,2,2,1,2,3,1,4,1,4,4,2,2,3,5,4,3,2,4,2,3,4,5,3,4,4,4,4,4,2,4,2,4,2,4,3,1
14079,6,45,2,1,1,1,3,5,4,4,2,2,2,4,4,4,1,4,5,4,1,3,3,3,3,3,1,4,1,4,2,5,2,4,4,4,5,4,5,4,4,3,5,3,5,4,5,1,5,1,5,1,5,2,5,5,2
14080,13,31,2,1,1,1,1,1,4,2,5,4,1,5,5,5,5,3,5,2,5,5,5,5,5,2,4,4,1,4,2,5,2,3,4,4,2,4,5,4,1,5,5,2,1,4,4,4,4,2,3,2,2,5,4,2,3
14081,3,22,1,1,1,1,3,5,3,3,2,4,4,3,4,4,4,4,4,3,2,4,3,3,3,2,3,3,1,3,3,5,3,3,4,4,3,2,4,3,3,3,5,2,3,4,4,1,5,1,3,1,3,3,5,3,4
14082,3,22,2,2,1,1,2,3,3,4,2,2,2,3,2,5,5,1,5,4,4,4,3,3,4,4,3,3,1,3,2,4,2,3,3,4,4,5,3,3,1,5,2,4,2,4,5,2,4,1,4,2,5,3,5,4,0
14083,3,23,2,1,1,1,3,5,3,1,3,3,1,3,4,5,4,5,3,3,1,2,4,3,5,3,5,2,1,5,2,5,4,5,5,5,4,3,5,5,3,3,3,3,3,4,5,1,5,5,5,1,5,4,4,5,0
14084,3,22,2,1,1,1,5,1,5,2,5,3,5,2,5,4,5,5,4,3,5,5,4,4,4,3,3,4,4,4,3,5,3,4,5,4,3,4,4,4,1,5,3,4,3,3,5,3,3,3,3,3,3,3,2,4,0
14085,4,27,1,2,1,1,4,2,4,1,5,1,2,5,5,1,2,4,4,4,5,2,3,2,4,2,3,5,4,5,1,3,1,1,5,5,4,1,5,2,4,3,2,2,2,5,4,1,5,1,5,1,5,4,5,5,2
14086,3,25,2,1,1,1,1,3,3,4,3,2,3,4,2,3,3,5,4,3,4,2,3,2,2,2,2,2,2,4,2,4,2,3,4,5,3,2,3,3,2,2,2,3,2,3,4,1,3,2,3,2,4,3,5,4,1
14087,4,36,2,1,1,1,3,3,3,5,3,4,4,5,4,4,2,3,5,4,3,3,4,3,3,3,5,4,1,5,2,1,3,4,4,5,4,2,2,3,3,2,5,2,3,2,3,4,5,4,5,1,3,4,2,5,3
14088,3,61,1,1,1,1,3,2,2,3,5,1,1,3,2,3,5,2,5,1,5,5,3,5,5,5,2,4,2,4,3,3,3,4,4,5,5,3,3,4,3,2,5,4,3,3,5,5,5,3,5,1,3,1,5,5,0
14089,4,21,2,2,1,1,1,4,4,5,4,2,1,5,1,4,5,3,5,3,4,2,5,1,4,3,2,4,3,4,3,3,1,4,4,3,4,2,4,2,4,3,5,2,5,4,4,2,5,2,4,2,4,5,2,4,4
14090,3,37,2,1,1,1,5,1,5,1,5,1,5,2,5,2,2,4,3,4,1,1,1,1,1,1,1,5,1,5,1,5,1,4,4,5,4,4,3,1,1,5,2,3,3,5,3,3,4,2,5,1,5,2,4,5,1
14091,3,19,2,1,1,1,1,3,1,1,5,1,1,1,5,5,5,5,5,1,1,1,5,5,1,5,5,3,5,5,1,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,5,1,5,1,5,1,5,5,5,5,0
14092,3,48,1,2,1,1,4,2,3,4,4,2,3,4,3,3,3,4,4,2,3,4,3,3,3,4,1,5,1,5,1,5,2,4,5,4,3,4,4,3,3,4,3,3,3,3,3,2,5,3,3,2,4,3,4,4,0
14093,3,25,1,2,1,1,3,3,4,3,3,2,3,3,4,5,4,3,5,3,4,5,4,3,3,2,2,3,2,4,3,5,2,4,3,3,3,3,4,2,3,3,4,3,4,3,2,2,4,1,4,1,3,2,4,4,0
14094,13,22,2,2,1,1,3,2,4,4,4,4,3,4,4,3,5,3,3,2,2,2,2,2,2,2,4,3,2,4,2,5,2,5,5,5,3,3,3,3,3,4,3,3,5,5,3,3,2,3,3,2,5,3,3,4,3
