,cluster
8596,0
8597,3
8598,2
8599,4
8600,3
8601,1
8602,2
8603,0
8604,2
8605,0
8606,0
8607,0
8608,4
8609,0
8610,4
8611,3
8612,2
8613,1
8614,1
8615,1
8616,1
8617,0
8618,4
8619,2
8620,4
8621,2
8622,3
8623,1
8624,4
8625,1
8626,0
8627,2
8628,0
8629,0
8630,2
8631,0
8632,0
8633,4
8634,2
8635,3
8636,4
8637,3
8638,0
8639,3
8640,2
8641,1
8642,1
8643,3
8644,1
8645,2
8646,1
8647,1
8648,2
8649,2
8650,4
8651,3
8652,0
8653,4
8654,0
8655,0
8656,1
8657,2
8658,1
8659,2
8660,3
8661,3
8662,1
8663,2
8664,1
8665,4
8666,3
8667,0
8668,4
8669,1
8670,4
8671,0
8672,0
8673,3
8674,4
8675,2
8676,0
8677,4
8678,3
8679,2
8680,2
8681,3
8682,4
8683,4
8684,2
8685,3
8686,1
8687,0
8688,2
8689,1
8690,1
8691,2
8692,1
8693,4
8694,1
8695,2
8696,2
8697,1
8698,1
8699,3
8700,0
8701,4
8702,3
8703,2
8704,0
8705,4
8706,1
8707,1
8708,3
8709,2
8710,2
8711,4
8712,0
8713,2
8714,1
8715,0
8716,0
8717,0
8718,4
8719,1
8720,0
8721,4
8722,2
8723,2
8724,3
8725,2
8726,0
8727,0
8728,4
8729,3
8730,1
8731,2
8732,4
8733,0
8734,3
8735,3
8736,3
8737,1
8738,1
8739,0
8740,2
8741,2
8742,4
8743,0
8744,1
8745,3
8746,3
8747,1
8748,2
8749,4
8750,2
8751,4
8752,0
8753,0
8754,3
8755,0
8756,2
8757,2
8758,4
8759,2
8760,1
8761,1
8762,4
8763,1
8764,0
8765,0
8766,4
8767,4
8768,4
8769,0
8770,1
8771,2
8772,4
8773,1
8774,1
8775,0
8776,3
8777,2
8778,1
8779,0
8780,0
8781,2
8782,4
8783,0
8784,0
8785,4
8786,0
8787,2
8788,1
8789,4
8790,2
8791,4
8792,4
8793,0
8794,4
8795,0
8796,4
8797,2
8798,2
8799,4
8800,3
8801,4
8802,0
8803,2
8804,2
8805,2
8806,1
8807,3
8808,2
8809,0
8810,1
8811,4
8812,3
8813,1
8814,1
8815,0
8816,0
8817,1
8818,0
8819,1
8820,1
8821,4
8822,3
8823,2
8824,0
8825,4
8826,1
8827,2
8828,2
8829,0
8830,0
8831,4
8832,2
8833,4
8834,0
8835,4
8836,0
8837,2
8838,0
8839,2
8840,1
8841,0
8842,1
8843,2
8844,2
8845,0
8846,4
8847,3
8848,0
8849,0
8850,1
8851,2
8852,2
8853,2
8854,0
8855,0
8856,4
8857,3
8858,2
8859,1
8860,2
8861,4
8862,1
8863,2
8864,2
8865,0
8866,1
8867,0
8868,0
8869,4
8870,2
8871,3
8872,0
8873,1
8874,3
8875,3
8876,2
8877,0
8878,2
8879,1
8880,2
8881,3
8882,0
8883,1
8884,0
8885,3
8886,1
8887,0
8888,1
8889,0
8890,2
8891,2
8892,0
8893,3
8894,3
8895,2
8896,0
8897,1
8898,4
8899,3
8900,2
8901,1
8902,0
8903,0
8904,1
8905,1
8906,1
8907,3
8908,2
8909,1
8910,4
8911,0
8912,3
8913,3
8914,3
8915,2
8916,3
8917,0
8918,1
8919,2
8920,4
8921,2
8922,2
8923,4
8924,3
8925,2
8926,0
8927,4
8928,4
8929,4
8930,0
8931,4
8932,0
8933,3
8934,2
8935,2
8936,3
8937,2
8938,1
8939,3
8940,1
8941,2
8942,3
8943,2
8944,3
8945,0
8946,1
8947,1
8948,2
8949,2
8950,4
8951,2
8952,3
8953,3
8954,4
8955,2
8956,0
8957,1
8958,1
8959,4
8960,0
8961,2
8962,0
8963,3
8964,3
8965,4
8966,4
8967,2
8968,3
8969,1
8970,3
8971,2
8972,3
8973,2
8974,0
8975,2
8976,0
8977,0
8978,3
8979,3
8980,2
8981,2
8982,4
8983,0
8984,4
8985,0
8986,0
8987,4
8988,2
8989,3
8990,1
8991,4
8992,4
8993,1
8994,0
8995,4
8996,3
8997,1
8998,2
8999,2
9000,4
9001,0
9002,2
9003,0
9004,4
9005,1
9006,2
9007,0
9008,2
9009,2
9010,3
9011,0
9012,2
9013,2
9014,2
9015,4
9016,1
9017,0
9018,4
9019,3
9020,0
9021,3
9022,0
9023,1
9024,0
9025,1
9026,4
9027,2
9028,0
9029,2
9030,0
9031,1
9032,3
9033,3
9034,3
9035,3
9036,2
9037,2
9038,3
9039,2
9040,4
9041,3
9042,2
9043,2
9044,0
9045,2
9046,4
9047,1
9048,2
9049,2
9050,2
9051,3
9052,0
9053,4
9054,3
9055,4
9056,1
9057,2
9058,3
9059,1
9060,0
9061,1
9062,0
9063,4
9064,1
9065,1
9066,3
9067,1
9068,3
9069,2
9070,0
9071,0
9072,0
9073,0
9074,4
9075,0
9076,0
9077,0
9078,3
9079,3
9080,4
9081,4
9082,4
9083,0
9084,4
9085,3
9086,0
9087,0
9088,2
9089,4
9090,4
9091,0
9092,0
9093,2
9094,2
9095,4
9096,0
9097,1
9098,0
9099,4
9100,2
9101,4
9102,3
9103,2
9104,0
9105,1
9106,0
9107,4
9108,0
9109,4
9110,2
9111,0
9112,4
9113,0
9114,3
9115,3
9116,3
9117,2
9118,1
9119,0
9120,1
9121,4
9122,4
9123,0
9124,4
9125,4
9126,4
9127,2
9128,4
9129,4
9130,2
9131,4
9132,4
9133,2
9134,3
9135,2
9136,4
9137,0
9138,3
9139,1
9140,0
9141,2
9142,3
9143,0
9144,0
9145,0
9146,1
9147,1
9148,0
9149,0
9150,2
9151,4
9152,0
9153,2
9154,0
9155,0
9156,2
9157,4
9158,0
9159,3
9160,4
9161,2
9162,1
9163,1
9164,3
9165,4
9166,3
9167,1
9168,3
9169,0
9170,3
9171,0
9172,0
9173,0
9174,4
9175,1
9176,3
9177,1
9178,4
9179,0
9180,3
9181,4
9182,1
9183,0
9184,1
9185,1
9186,2
9187,0
9188,2
9189,3
9190,0
9191,2
9192,1
9193,4
9194,1
9195,4
9196,2
9197,0
9198,1
9199,2
9200,3
9201,1
9202,3
9203,2
9204,4
9205,0
9206,1
9207,2
9208,0
9209,0
9210,0
9211,4
9212,2
9213,1
9214,3
9215,4
9216,1
9217,0
9218,2
9219,4
9220,1
9221,0
9222,2
9223,2
9224,4
9225,0
9226,4
9227,0
9228,3
9229,4
9230,3
9231,2
9232,3
9233,4
9234,0
9235,3
9236,2
9237,4
9238,0
9239,2
9240,0
9241,3
9242,2
9243,0
9244,0
9245,3
9246,0
9247,2
9248,2
9249,2
9250,2
9251,1
9252,3
9253,2
9254,0
9255,4
9256,1
9257,2
9258,3
9259,2
9260,4
9261,1
9262,3
9263,0
9264,3
9265,2
9266,2
9267,1
9268,4
9269,0
9270,4
9271,0
9272,4
9273,2
9274,1
9275,3
9276,3
9277,4
9278,4
9279,2
9280,3
9281,3
9282,4
9283,2
9284,2
9285,0
9286,3
9287,4
9288,4
9289,0
9290,3
9291,1
9292,2
9293,1
9294,2
9295,2
9296,2
9297,4
9298,2
9299,0
9300,4
9301,3
9302,3
9303,0
9304,2
9305,4
9306,2
9307,2
9308,3
9309,0
9310,4
9311,0
9312,2
9313,4
9314,1
9315,3
9316,0
9317,3
9318,4
9319,4
9320,2
9321,2
9322,2
9323,4
9324,4
9325,2
9326,0
9327,2
9328,3
9329,1
9330,3
9331,2
9332,2
9333,2
9334,2
9335,3
9336,3
9337,2
9338,0
9339,2
9340,1
9341,2
9342,2
9343,1
9344,3
9345,0
9346,0
9347,4
9348,0
9349,2
9350,3
9351,1
9352,0
9353,1
9354,0
9355,3
9356,3
9357,4
9358,2
9359,1
9360,2
9361,4
9362,2
9363,0
9364,1
9365,2
9366,3
9367,1
9368,1
9369,3
9370,4
9371,3
9372,4
9373,0
9374,0
9375,3
9376,0
9377,0
9378,1
9379,4
9380,0
9381,2
9382,4
9383,0
9384,4
9385,1
9386,3
9387,1
9388,1
9389,1
9390,1
9391,2
9392,0
9393,0
9394,1
9395,2
9396,3
9397,0
9398,2
9399,0
9400,2
9401,4
9402,1
9403,1
9404,1
9405,3
9406,2
9407,2
9408,2
9409,3
9410,1
9411,4
9412,0
9413,0
9414,3
9415,2
9416,2
9417,1
9418,2
9419,4
9420,0
9421,1
9422,0
9423,1
9424,1
9425,2
9426,3
9427,2
9428,2
9429,4
9430,1
9431,0
9432,3
9433,2
9434,2
9435,2
9436,3
9437,4
9438,3
9439,1
9440,0
9441,2
9442,2
9443,3
9444,2
9445,2
9446,2
9447,0
9448,4
9449,1
9450,2
9451,3
9452,0
9453,1
9454,2
9455,1
9456,0
9457,0
9458,4
9459,4
9460,2
9461,1
9462,4
9463,1
9464,3
9465,0
9466,4
9467,3
9468,3
9469,4
9470,1
9471,1
9472,1
9473,0
9474,3
9475,4
9476,3
9477,1
9478,0
9479,2
9480,2
9481,0
9482,1
9483,3
9484,1
9485,1
9486,4
9487,4
9488,4
9489,2
9490,2
9491,3
9492,1
9493,2
9494,1
9495,2
9496,1
9497,2
9498,0
9499,3
9500,4
9501,2
9502,3
9503,3
9504,2
9505,1
9506,3
9507,4
9508,3
9509,0
9510,2
9511,4
9512,1
9513,3
9514,1
9515,0
9516,3
9517,0
9518,1
9519,2
9520,3
9521,2
9522,0
9523,2
9524,4
9525,3
9526,1
9527,2
9528,2
9529,1
9530,1
9531,4
9532,2
9533,3
9534,2
9535,1
9536,0
9537,1
9538,1
9539,1
9540,0
9541,2
9542,4
9543,2
9544,1
9545,4
9546,2
9547,0
9548,0
9549,4
9550,0
9551,0
9552,1
9553,2
9554,0
9555,0
9556,3
9557,3
9558,2
9559,1
9560,1
9561,3
9562,1
9563,0
9564,0
9565,3
9566,2
9567,0
9568,3
9569,0
9570,3
9571,0
9572,4
9573,4
9574,0
9575,4
9576,0
9577,2
9578,3
9579,2
9580,4
9581,2
9582,3
9583,3
9584,2
9585,2
9586,0
9587,1
9588,1
9589,4
9590,3
9591,3
9592,0
9593,4
9594,4
9595,3
9596,2
9597,2
9598,4
9599,2
9600,2
9601,4
9602,3
9603,2
9604,0
9605,2
9606,3
9607,3
9608,3
9609,3
9610,2
9611,4
9612,2
9613,4
9614,2
9615,4
9616,1
9617,1
9618,1
9619,1
9620,1
9621,1
9622,2
9623,0
9624,0
9625,1
9626,3
9627,2
9628,1
9629,4
9630,1
9631,4
9632,3
9633,0
9634,4
9635,1
9636,3
9637,2
9638,4
9639,4
9640,3
9641,2
9642,0
9643,0
9644,2
9645,0
9646,1
9647,2
9648,0
9649,1
9650,0
9651,4
9652,2
9653,0
9654,0
9655,1
9656,4
9657,3
9658,1
9659,4
9660,2
9661,2
9662,0
9663,4
9664,0
9665,1
9666,2
9667,2
9668,1
9669,0
9670,3
9671,4
9672,2
9673,0
9674,0
9675,4
9676,1
9677,3
9678,4
9679,2
9680,3
9681,1
9682,1
9683,1
9684,2
9685,2
9686,0
9687,4
9688,1
9689,1
9690,0
9691,1
9692,3
9693,0
9694,3
9695,2
9696,4
9697,2
9698,3
9699,3
9700,1
9701,1
9702,2
9703,2
9704,2
9705,1
9706,1
9707,2
9708,1
9709,3
9710,2
9711,3
9712,4
9713,1
9714,3
9715,3
9716,3
9717,4
9718,2
9719,0
9720,2
9721,2
9722,3
9723,2
9724,2
9725,3
9726,2
9727,3
9728,4
9729,4
9730,3
9731,1
9732,0
9733,0
9734,0
9735,3
9736,4
9737,0
9738,0
9739,2
9740,4
9741,3
9742,4
9743,1
9744,0
9745,2
9746,4
9747,3
9748,3
9749,4
9750,0
9751,2
9752,2
9753,1
9754,2
9755,4
9756,1
9757,4
9758,2
9759,0
9760,1
9761,3
9762,3
9763,1
9764,4
9765,1
9766,2
9767,0
9768,2
9769,2
9770,3
9771,0
9772,1
9773,0
9774,4
9775,4
9776,1
9777,2
9778,2
9779,4
9780,1
9781,1
9782,1
9783,2
9784,1
9785,2
9786,4
9787,4
9788,2
9789,1
9790,3
9791,2
9792,3
9793,4
9794,4
9795,4
9796,4
9797,0
9798,4
9799,2
9800,2
9801,2
9802,1
9803,1
9804,0
9805,1
9806,4
9807,2
9808,0
9809,1
9810,4
9811,1
9812,0
9813,2
9814,3
9815,2
9816,2
9817,4
9818,1
9819,0
9820,4
9821,2
9822,0
9823,2
9824,2
9825,0
9826,4
9827,1
9828,0
9829,0
9830,2
9831,4
9832,2
9833,0
9834,1
9835,4
9836,0
9837,1
9838,0
9839,2
9840,1
9841,4
9842,4
9843,0
9844,1
9845,2
9846,3
9847,2
9848,0
9849,4
9850,1
9851,2
9852,1
9853,2
9854,1
9855,4
9856,3
9857,3
9858,3
9859,4
9860,2
9861,1
9862,1
9863,4
9864,3
9865,3
9866,3
9867,0
9868,4
9869,3
9870,2
9871,4
9872,2
9873,4
9874,2
9875,2
9876,0
9877,0
9878,1
9879,3
9880,2
9881,0
9882,1
9883,0
9884,2
9885,4
9886,3
9887,4
9888,3
9889,3
9890,4
9891,2
9892,2
9893,0
9894,4
9895,2
9896,0
9897,2
9898,2
9899,4
9900,2
9901,2
9902,4
9903,3
9904,4
9905,1
9906,4
9907,3
9908,2
9909,0
9910,0
9911,2
9912,4
9913,1
9914,4
9915,4
9916,3
9917,4
9918,4
9919,2
9920,1
9921,3
9922,2
9923,1
9924,3
9925,2
9926,3
9927,1
9928,0
9929,2
9930,1
9931,0
9932,0
9933,4
9934,2
9935,3
9936,0
9937,1
9938,0
9939,2
9940,3
9941,3
9942,1
9943,2
9944,3
9945,0
9946,0
9947,0
9948,3
9949,3
9950,4
9951,4
9952,3
9953,2
9954,3
9955,0
9956,1
9957,0
9958,1
9959,1
9960,4
9961,2
9962,1
9963,3
9964,4
9965,3
9966,4
9967,0
9968,1
9969,2
9970,2
9971,3
9972,4
9973,1
9974,1
9975,1
9976,0
9977,2
9978,2
9979,0
9980,0
9981,2
9982,3
9983,2
9984,4
9985,2
9986,4
9987,2
9988,0
9989,2
9990,1
9991,4
9992,3
9993,1
9994,2
9995,2
9996,3
9997,1
9998,3
9999,3
10000,1
10001,2
10002,0
10003,2
10004,4
10005,1
10006,2
10007,2
10008,3
10009,3
10010,1
10011,0
10012,0
10013,1
10014,3
10015,0
10016,1
10017,0
10018,1
10019,0
10020,2
10021,0
10022,0
10023,4
10024,1
10025,2
10026,1
10027,1
10028,1
10029,4
10030,0
10031,3
10032,2
10033,1
10034,0
10035,0
10036,4
10037,0
10038,0
10039,3
10040,1
10041,1
10042,3
10043,1
10044,3
10045,3
10046,0
10047,0
10048,1
10049,4
10050,2
10051,4
10052,1
10053,1
10054,4
10055,4
10056,2
10057,0
10058,1
10059,4
10060,1
10061,1
10062,3
10063,4
10064,3
10065,4
10066,4
10067,0
10068,4
10069,4
10070,1
10071,0
10072,2
10073,3
10074,3
10075,4
10076,3
10077,2
10078,0
10079,3
10080,0
10081,2
10082,2
10083,0
10084,4
10085,3
10086,1
10087,3
10088,4
10089,0
10090,2
10091,1
10092,3
10093,0
10094,1
10095,0
10096,3
10097,3
10098,1
10099,1
10100,1
10101,2
10102,4
10103,0
10104,4
10105,1
10106,4
10107,3
10108,0
10109,2
10110,4
10111,0
10112,4
10113,1
10114,0
10115,1
10116,2
10117,4
10118,2
10119,1
10120,2
10121,1
10122,1
10123,2
10124,2
10125,3
10126,3
10127,2
10128,2
10129,3
10130,0
10131,2
10132,3
10133,4
10134,2
10135,2
10136,0
10137,1
10138,1
10139,4
10140,2
10141,2
10142,0
10143,1
10144,4
10145,3
10146,2
10147,2
10148,0
10149,2
10150,2
10151,3
10152,1
10153,4
10154,2
10155,2
10156,0
10157,4
10158,0
10159,3
10160,1
10161,4
10162,1
10163,1
10164,1
10165,2
10166,0
10167,0
10168,0
10169,3
10170,4
10171,3
10172,1
10173,1
10174,3
10175,4
10176,3
10177,1
10178,1
10179,2
10180,0
10181,3
10182,0
10183,2
10184,2
10185,1
10186,2
10187,1
10188,2
10189,0
10190,0
10191,1
10192,1
10193,0
10194,3
10195,1
10196,2
10197,2
10198,2
10199,3
10200,0
10201,4
10202,2
10203,1
10204,3
10205,1
10206,0
10207,4
10208,0
10209,4
10210,0
10211,2
10212,1
10213,4
10214,1
10215,2
10216,2
10217,0
10218,4
10219,2
10220,4
10221,0
10222,2
10223,1
10224,1
10225,4
10226,1
10227,0
10228,3
10229,3
10230,1
10231,3
10232,0
10233,3
10234,0
10235,1
10236,0
10237,0
10238,0
10239,2
10240,0
10241,1
10242,4
10243,4
10244,0
10245,4
10246,4
10247,0
10248,4
10249,0
10250,0
10251,4
10252,4
10253,1
10254,0
10255,3
10256,2
10257,0
10258,4
10259,4
10260,3
10261,3
10262,2
10263,4
10264,3
10265,3
10266,4
10267,0
10268,2
10269,4
10270,2
10271,4
10272,4
10273,0
10274,1
10275,0
10276,2
10277,1
10278,4
10279,2
10280,4
10281,3
10282,4
10283,2
10284,2
10285,4
10286,4
10287,3
10288,2
10289,2
10290,0
10291,1
10292,2
10293,4
10294,2
10295,3
10296,2
10297,1
10298,0
10299,4
10300,0
10301,3
10302,4
10303,0
10304,3
10305,1
10306,1
10307,1
10308,4
10309,4
10310,3
10311,0
10312,3
10313,4
10314,2
10315,4
10316,1
10317,4
10318,4
10319,4
10320,2
10321,3
10322,3
10323,2
10324,1
10325,0
10326,1
10327,1
10328,2
10329,0
10330,2
10331,4
10332,0
10333,3
10334,1
10335,1
10336,2
10337,2
10338,0
10339,3
10340,0
10341,4
10342,3
10343,0
10344,3
10345,0
10346,4
10347,0
10348,0
10349,0
10350,1
10351,4
10352,3
10353,4
10354,1
10355,1
10356,4
10357,4
10358,3
10359,2
10360,2
10361,0
10362,0
10363,0
10364,2
10365,0
10366,2
10367,0
10368,1
10369,4
10370,2
10371,3
10372,1
10373,4
10374,0
10375,1
10376,2
10377,0
10378,0
10379,3
10380,3
10381,3
10382,3
10383,0
10384,0
10385,3
10386,0
10387,4
10388,2
10389,3
10390,4
10391,0
10392,2
10393,4
10394,2
10395,1
10396,1
10397,4
10398,0
10399,0
10400,1
10401,4
10402,2
10403,3
10404,0
10405,2
10406,1
10407,3
10408,3
10409,4
10410,0
10411,1
10412,2
10413,2
10414,4
10415,2
10416,0
10417,2
10418,3
10419,4
10420,3
10421,4
10422,1
10423,3
10424,0
10425,1
10426,1
10427,1
10428,2
10429,2
10430,4
10431,3
10432,3
10433,3
10434,3
10435,1
10436,1
10437,0
10438,1
10439,1
10440,1
10441,4
10442,1
10443,4
10444,2
10445,2
10446,3
10447,3
10448,3
10449,2
10450,4
10451,0
10452,1
10453,3
10454,2
10455,2
10456,3
10457,2
10458,0
10459,1
10460,1
10461,2
10462,1
10463,2
10464,4
10465,4
10466,4
10467,2
10468,3
10469,1
10470,0
10471,1
10472,2
10473,2
10474,3
10475,1
10476,2
10477,0
10478,1
10479,0
10480,4
10481,4
10482,0
10483,3
10484,2
10485,4
10486,2
10487,4
10488,0
10489,4
10490,0
10491,2
10492,1
10493,1
10494,2
10495,4
10496,3
10497,1
10498,0
10499,0
10500,4
10501,2
10502,0
10503,2
10504,1
10505,2
10506,2
10507,2
10508,2
10509,1
10510,4
10511,1
10512,1
10513,3
10514,1
10515,0
10516,1
10517,3
10518,2
10519,1
10520,1
10521,2
10522,2
10523,2
10524,0
10525,0
10526,1
10527,1
10528,2
10529,2
10530,3
10531,2
10532,1
10533,0
10534,2
10535,4
10536,0
10537,0
10538,3
10539,0
10540,4
10541,3
10542,0
10543,3
10544,1
10545,3
10546,1
10547,0
10548,3
10549,2
10550,1
10551,0
10552,0
10553,1
10554,3
10555,2
10556,4
10557,3
10558,4
10559,2
10560,1
10561,2
10562,1
10563,4
10564,1
10565,1
10566,1
10567,2
10568,3
10569,1
10570,4
10571,2
10572,3
10573,0
10574,1
10575,2
10576,3
10577,3
10578,3
10579,3
10580,2
10581,3
10582,2
10583,2
10584,2
10585,0
10586,0
10587,2
10588,1
10589,1
10590,4
10591,3
10592,2
10593,1
10594,3
10595,0
10596,1
10597,0
10598,0
10599,1
10600,0
10601,1
10602,1
10603,3
10604,1
10605,3
10606,1
10607,2
10608,0
10609,4
10610,4
10611,1
10612,2
10613,1
10614,0
10615,2
10616,0
10617,0
10618,2
10619,2
10620,0
10621,1
10622,0
10623,1
10624,4
10625,0
10626,1
10627,2
10628,4
10629,1
10630,1
10631,3
10632,2
10633,2
10634,3
10635,3
10636,1
10637,3
10638,4
10639,1
10640,2
10641,1
10642,4
10643,3
10644,0
10645,3
10646,4
10647,2
10648,0
10649,0
10650,1
10651,1
10652,4
10653,4
10654,1
10655,2
10656,2
10657,2
10658,0
10659,3
10660,4
10661,1
10662,0
10663,0
10664,2
10665,3
10666,1
10667,3
10668,3
10669,3
10670,1
10671,2
10672,2
10673,4
10674,3
10675,2
10676,4
10677,2
10678,2
10679,2
10680,2
10681,3
10682,1
10683,2
10684,2
10685,0
10686,0
10687,2
10688,2
10689,2
10690,3
10691,1
10692,2
10693,4
10694,0
10695,2
10696,2
10697,2
10698,3
10699,2
10700,3
10701,4
10702,4
10703,1
10704,0
10705,4
10706,2
10707,2
10708,4
10709,1
10710,2
10711,2
10712,2
10713,4
10714,2
10715,1
10716,1
10717,1
10718,0
10719,0
10720,3
10721,3
10722,1
10723,3
10724,3
10725,2
10726,4
10727,3
10728,3
10729,0
10730,1
10731,2
10732,2
10733,3
10734,3
10735,2
10736,4
10737,1
10738,2
10739,0
10740,0
10741,1
10742,4
10743,0
10744,2
10745,1
10746,3
10747,1
10748,4
10749,3
10750,0
10751,2
10752,3
10753,1
10754,3
10755,2
10756,2
10757,2
10758,4
10759,1
10760,1
10761,3
10762,1
10763,4
10764,2
10765,1
10766,4
10767,3
10768,2
10769,3
10770,0
10771,4
10772,1
10773,2
10774,2
10775,3
10776,1
10777,2
10778,1
10779,0
10780,1
10781,4
10782,0
10783,2
10784,2
10785,0
10786,4
10787,1
10788,1
10789,1
10790,0
10791,1
10792,1
10793,1
10794,3
10795,2
10796,1
10797,4
10798,2
10799,2
10800,4
10801,3
10802,4
10803,0
10804,2
10805,3
10806,1
10807,4
10808,1
10809,3
10810,3
10811,1
10812,4
10813,2
10814,0
10815,1
10816,0
10817,4
10818,2
10819,1
10820,4
10821,2
10822,3
10823,2
10824,4
10825,2
10826,1
10827,3
10828,2
10829,3
10830,2
10831,3
10832,1
10833,3
10834,1
10835,4
10836,3
10837,2
10838,3
10839,1
10840,3
10841,0
10842,4
10843,3
10844,1
10845,0
10846,1
10847,2
10848,4
10849,4
10850,2
10851,2
10852,0
10853,0
10854,0
10855,3
10856,1
10857,3
10858,0
10859,1
10860,2
10861,0
10862,1
10863,2
10864,4
10865,3
10866,4
10867,4
10868,3
10869,0
10870,1
10871,2
10872,1
10873,0
10874,3
10875,2
10876,3
10877,1
10878,2
10879,0
10880,1
10881,1
10882,4
10883,1
10884,3
10885,1
10886,1
10887,4
10888,4
10889,2
10890,4
10891,4
10892,0
10893,3
10894,2
10895,3
10896,1
10897,1
10898,1
10899,0
10900,0
10901,2
10902,1
10903,0
10904,4
10905,0
10906,0
10907,3
10908,0
10909,3
10910,3
10911,1
10912,2
10913,2
10914,3
10915,2
10916,4
10917,1
10918,4
10919,0
10920,4
10921,2
10922,0
10923,1
10924,2
10925,3
10926,0
10927,4
10928,2
10929,4
10930,3
10931,0
10932,3
10933,2
10934,0
10935,3
10936,1
10937,2
10938,3
10939,0
10940,2
10941,1
10942,3
10943,0
10944,2
10945,3
10946,0
10947,4
10948,1
10949,2
10950,2
10951,3
10952,3
10953,4
10954,3
10955,4
10956,4
10957,1
10958,2
10959,0
10960,4
10961,1
10962,2
10963,0
10964,0
10965,3
10966,3
10967,4
10968,0
10969,2
10970,0
10971,4
10972,1
10973,4
10974,2
10975,0
10976,3
10977,1
10978,0
10979,3
10980,4
10981,3
10982,3
10983,0
10984,2
10985,2
10986,2
10987,3
10988,2
10989,4
10990,3
10991,0
10992,4
10993,3
10994,3
10995,2
10996,3
10997,2
10998,3
10999,1
11000,2
11001,4
11002,2
11003,0
11004,3
11005,1
11006,2
11007,3
11008,3
11009,4
11010,0
11011,1
11012,2
11013,3
11014,2
11015,0
11016,2
11017,3
11018,3
11019,2
11020,3
11021,4
11022,2
11023,3
11024,2
11025,0
11026,1
11027,3
11028,3
11029,1
11030,1
11031,3
11032,1
11033,4
11034,3
11035,1
11036,0
11037,4
11038,4
11039,0
11040,4
11041,0
11042,3
11043,4
11044,1
11045,1
11046,2
11047,2
11048,0
11049,1
11050,3
11051,4
11052,0
11053,3
11054,2
11055,3
11056,0
11057,1
11058,0
11059,2
11060,0
11061,4
11062,2
11063,2
11064,2
11065,4
11066,3
11067,2
11068,4
11069,0
11070,1
11071,3
11072,2
11073,0
11074,2
11075,1
11076,2
11077,2
11078,0
11079,2
11080,4
11081,4
11082,3
11083,3
11084,2
11085,4
11086,2
11087,4
11088,4
11089,1
11090,2
11091,0
11092,0
11093,4
11094,4
11095,4
11096,0
11097,1
11098,2
11099,0
11100,2
11101,0
11102,3
11103,3
11104,1
11105,2
11106,0
11107,2
11108,3
11109,0
11110,1
11111,1
11112,0
11113,2
11114,4
11115,0
11116,1
11117,3
11118,1
11119,0
11120,2
11121,3
11122,0
11123,2
11124,0
11125,1
11126,3
11127,0
11128,4
11129,1
11130,2
11131,4
11132,3
11133,2
11134,2
11135,4
11136,0
11137,4
11138,1
11139,3
11140,4
11141,3
11142,4
11143,2
11144,3
11145,2
11146,1
11147,0
11148,1
11149,0
11150,2
11151,2
11152,4
11153,2
11154,1
11155,3
11156,1
11157,0
11158,3
11159,3
11160,4
11161,1
11162,3
11163,0
11164,4
11165,2
11166,1
11167,2
11168,2
11169,0
11170,0
11171,1
11172,1
11173,0
11174,4
11175,0
11176,2
11177,1
11178,2
11179,0
11180,2
11181,0
11182,1
11183,2
11184,1
11185,0
11186,3
11187,0
11188,3
11189,1
11190,4
11191,3
11192,0
11193,2
11194,3
11195,3
11196,3
11197,3
11198,1
11199,2
11200,2
11201,1
11202,0
11203,1
11204,1
11205,1
11206,2
11207,0
11208,0
11209,3
11210,2
11211,0
11212,4
11213,4
11214,1
11215,4
11216,0
11217,4
11218,0
11219,2
11220,4
11221,0
11222,2
11223,2
11224,2
11225,3
11226,0
11227,2
11228,4
11229,2
11230,1
11231,2
11232,1
11233,0
11234,3
11235,2
11236,4
11237,0
11238,2
11239,1
11240,3
11241,0
11242,3
11243,3
11244,4
11245,2
11246,0
11247,1
11248,3
11249,0
11250,4
11251,3
11252,1
11253,0
11254,1
11255,1
11256,2
11257,1
11258,2
11259,2
11260,2
11261,2
11262,0
11263,0
11264,2
11265,0
11266,1
11267,1
11268,2
11269,1
11270,4
11271,2
11272,4
11273,3
11274,2
11275,0
11276,2
11277,1
11278,2
11279,2
11280,4
11281,0
11282,3
11283,2
11284,2
11285,4
11286,2
11287,0
11288,2
11289,4
11290,1
11291,2
11292,0
11293,4
11294,3
11295,1
11296,1
11297,2
11298,4
11299,4
11300,1
11301,1
11302,3
11303,1
11304,1
11305,1
11306,0
11307,0
11308,2
11309,1
11310,2
11311,3
11312,1
11313,0
11314,0
11315,2
11316,1
11317,4
11318,3
11319,2
11320,1
11321,2
11322,0
11323,3
11324,4
11325,2
11326,3
11327,2
11328,3
11329,2
11330,4
11331,4
11332,2
11333,3
11334,2
11335,3
11336,0
11337,4
11338,4
11339,4
11340,2
11341,3
11342,0
11343,1
11344,2
11345,1
11346,3
11347,0
11348,0
11349,3
11350,0
11351,2
11352,3
11353,1
11354,2
11355,0
11356,1
11357,2
11358,4
11359,3
11360,0
11361,0
11362,4
11363,3
11364,3
11365,2
11366,3
11367,0
11368,2
11369,0
11370,4
11371,3
11372,0
11373,2
11374,1
11375,2
11376,1
11377,0
11378,1
11379,3
11380,4
11381,4
11382,0
11383,0
11384,1
11385,0
11386,1
11387,0
11388,1
11389,4
11390,0
11391,3
11392,4
11393,0
11394,3
